"","Tree 1","Tree 2","Tree 3","Tree 4","Tree 5","Tree 6","Tree 7","Tree 8","Tree 9","Tree 10","Tree 11","Tree 12","Tree 13","Tree 14","Tree 15","Tree 16","Tree 17","Tree 18","Tree 19","Tree 20","Tree 21","Tree 22","Tree 23","Tree 24","Tree 25","Tree 26","Tree 27","Tree 28","Tree 29","Tree 30","Tree 31","Tree 32","Tree 33","Tree 34","Tree 35","Tree 36","Tree 37","Tree 38","Tree 39","Tree 40","Tree 41","Tree 42","Tree 43","Tree 44","Tree 45","Tree 46","Tree 47","Tree 48","Tree 49","Tree 50","Tree 51","Tree 52","Tree 53","Tree 54","Tree 55","Tree 56","Tree 57","Tree 58","Tree 59","Tree 60","Tree 61","Tree 62","Tree 63","Tree 64","Tree 65","Tree 66","Tree 67","Tree 68","Tree 69","Tree 70","Tree 71","Tree 72","Tree 73","Tree 74","Tree 75","Tree 76","Tree 77","Tree 78","Tree 79","Tree 80","Tree 81","Tree 82","Tree 83","Tree 84","Tree 85","Tree 86","Tree 87","Tree 88","Tree 89","Tree 90","Tree 91","Tree 92","Tree 93","Tree 94","Tree 95","Tree 96","Tree 97","Tree 98","Tree 99","Tree 100","Average"
"Prionailurus_bengalensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prionailurus_viverrinus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Puma_concolor",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Uncia_uncia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ailuropoda_melanoleuca",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Helarctos_malayanus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tremarctos_ornatus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ursus_americanus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ursus_arctos",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ursus_maritimus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ursus_thibetanus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ailurus_fulgens",0.022675617670099,0.023331364164098,0.0225719632562696,0.0223414585851174,0.0219397296773948,0.0230989831396252,0.0229078233391103,0.0230928615930695,0.0224514691828419,0.0220394461556414,0.023170733712379,0.0231042821035416,0.0224398226798178,0.022973741290065,0.0227587926200382,0.0232427374821986,0.0232123544872824,0.0220522634662145,0.0230191529704062,0.0223366424193209,0.0224558670341252,0.0228196044777053,0.0236463577499581,0.0224921616515391,0.0222276773894341,0.0223748860681599,0.0224456864878144,0.0222857926954581,0.0230516768793354,0.0229837969763021,0.0231245568161912,0.0228865076833835,0.0224514167601762,0.02306743242513,0.0227077569573501,0.0220417385875247,0.0230264925791708,0.0225928304962187,0.0228516245183562,0.0226987275280043,0.0221020269810094,0.0233126012836281,0.0232163591012682,0.0222499283269177,0.0229578715019725,0.0224664404158613,0.02248233130416,0.0233813779358793,0.0224816808032851,0.0226157534187534,0.0227238481387501,0.0222339577973351,0.0218646922312945,0.0225391710526341,0.0228133672645837,0.0222383193077601,0.0232798073158129,0.0224407366509325,0.0225636167647667,0.0226202220118775,0.0227329998937051,0.0226201145624018,0.0221243220950931,0.0231727267939576,0.0226300150935828,0.0221794853115508,0.0229063341444001,0.0230892182629356,0.0232327260249472,0.022587659430325,0.022372170952465,0.0224217669782094,0.0230111190633206,0.0225877895337021,0.0228658909545086,0.0225107525424503,0.0228109214136042,0.0228957401031728,0.0221980219389317,0.0229665681876764,0.0225567529041238,0.0232524764128344,0.0225391380302915,0.0228181866067351,0.0230751020948626,0.02330318336401,0.0224023189462513,0.0223921512842389,0.0227226579620709,0.0232285614510702,0.0227564159389251,0.0223154581882908,0.0227196709318184,0.0217954703030048,0.0229569133420021,0.0229366309965319,0.0221877237645141,0.0234118895860566,0.0233181351944563,0.0229894517503217,0.022711725736977
"Eira_barbara",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Enhydra_lutris",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Galictis_vittata",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gulo_gulo",0.0650099530271625,0.06998078396147,0.0684867851733886,0.0681302961776279,0.0703529006898407,0.0701413671246175,0.0673862711909847,0.0688875080873126,0.0676310036294538,0.114389017360146,0.071063957470382,0.0649570153415067,0.0695338388780811,0.0707485014432443,0.116381031736335,0.0708067415767134,0.0727321920628082,0.114193961085618,0.0668434810497854,0.0631618214017752,0.0700841423229167,0.0648227279732188,0.0664079016434029,0.0689815399867672,0.11866270690363,0.0715797683519807,0.0731168980707773,0.0680428561066173,0.0691184358276948,0.0670266354419513,0.0682390769684556,0.0715194880207312,0.0702137482015303,0.115155122303713,0.119102299745698,0.0657230544680707,0.0666684133910482,0.0698191794935546,0.11826616129541,0.0664609037015097,0.0708896329957974,0.0673912438276601,0.0689739939081476,0.0662254725603359,0.0673823071962736,0.0689995982862032,0.0678158652762136,0.11190624852589,0.0667140425439166,0.0641033242899442,0.0667343308206162,0.0687340682848834,0.0662216483659623,0.0609665763003695,0.0695635285222795,0.0661604991393269,0.0667599436443347,0.0712565124015644,0.0732153716437456,0.0694683772600206,0.115996799633,0.0721715622124488,0.0678711073385385,0.114256973782865,0.0680433005772311,0.0646537455825175,0.0670460849173237,0.0672099832262357,0.068236813966678,0.0684188038291505,0.070714141391117,0.0707088462712371,0.0670932365350868,0.0687957767231069,0.0674328340161864,0.0674726317343715,0.0671861544845786,0.0713602694501059,0.0705066416873785,0.0727664713727328,0.0701146331990492,0.069330381523815,0.0672329518765569,0.112896481135646,0.113501367945145,0.0675831527894871,0.0709978074459866,0.0714706421044977,0.0706350522231308,0.0688881771846132,0.0690826194387151,0.0671691817007575,0.11777662699441,0.0703877478093006,0.0694425106554816,0.0706161677210364,0.0676546134444812,0.0697282140758447,0.0697329499989931,0.0683323450317725,0.0746982787751103
"Ictonyx_striatus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lutra_lutra",0.0656479117372166,0,0.0685202067794307,0,0.0679645078527592,0.0709471896964666,0.0707640414599383,0.0710331552104517,0,0,0,0,0.0665017732894829,0,0,0.0751291883935186,0.0689832435412529,0,0,0.0681078700750103,0,0,0,0.0706202370489596,0.0696288157496848,0.0686899992715979,0,0,0,0,0,0.0749663457542226,0,0,0.0689416349081167,0.0707507139072603,0,0,0,0,0,0.0717383324044447,0,0,0.0720745862467938,0,0,0,0.0712389029294849,0.0707371511552619,0,0.0687207859269005,0,0.06661036315752,0,0.0702155131798621,0,0,0.0689402518275437,0,0,0,0,0.0658356149066604,0,0.0700021819602726,0,0.0685823218082375,0,0.0668243453970972,0,0.0706114855700731,0,0.0655598846930047,0.0705525655571197,0.0741047095277512,0,0,0,0,0,0.0688178294471272,0,0.0703242446851025,0.0676769252405187,0.069033036325713,0.0728315675212211,0,0,0.0689131242596936,0.0685649983349118,0,0.0684948489747233,0,0,0,0,0.0694741591409491,0,0.068718042259952,0.0292239460711331
"Martes_americana",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Martes_flavigula",0,0,0,0,0,0,0,0,0,0.0635826657544683,0,0,0,0,0.0675732382558086,0,0,0.0637273083090229,0,0,0,0,0,0,0.0686751822677845,0,0,0,0,0,0,0,0,0.0635949985750295,0.0691616358088976,0,0,0,0.0683308368765092,0,0,0,0,0,0,0,0,0.0649270881663576,0,0,0,0,0,0,0,0,0,0,0,0,0.0686019693928561,0,0,0.067860735121321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0652511431695614,0.0666868550172545,0,0,0,0,0,0,0,0.0666833552732061,0,0,0,0,0,0,0,0.00864657011988077
"Martes_foina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Martes_martes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Martes_melampus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Martes_zibellina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Meles_meles",0.105229462325855,0.108194207288295,0.108707862111085,0.109085129558093,0.105393761104629,0.108585980345631,0.107886906916914,0.106430253366641,0.108088434052104,0.103143671267534,0.106014675483784,0.105331930399967,0.106346360884349,0.0824153363781285,0.107038865058323,0.109103311159347,0.108990233812075,0.105335935793946,0.108544331161682,0.105732983320012,0.107698894994486,0.0745490398187981,0.112471617791693,0.109721271752801,0.0800244362664242,0.106894122168009,0.10996115769149,0.0844216194518151,0.108135584290484,0.10671233005625,0.0789820415411749,0.109643171767925,0.105513079501966,0.108888969545023,0.110382029615826,0.107343781702035,0.110880319899362,0.105817713263166,0.10835019564512,0.107229211134023,0.109078002196543,0.106253281883665,0.107109909358803,0.106929868113131,0.108406285942738,0.108229180493286,0.108259030939869,0.108653588272273,0.108364461330506,0.107049827009755,0.109161534626743,0.0753092688030849,0.0792903481999723,0.108298354184171,0.108539210212985,0.108587194810174,0.108964526086809,0.107761736645483,0.107982303872361,0.109573562704695,0.107233611260831,0.106985878280176,0.106126303607909,0.108225416661758,0.109071256419437,0.109208814907659,0.107667327762653,0.108392365619952,0.108759398591178,0.106122984935765,0.107444465260533,0.0759822241133443,0.107002206560876,0.105375876794366,0.105520539162106,0.107532740147139,0.107060963152281,0.108097419109449,0.106935330026654,0.107274122346108,0.080276762162211,0.107127939587555,0.105399430112896,0.1070091186807,0.105715400963593,0.0821456611106128,0.0789140884712095,0.107186826704189,0.106242418492464,0.107875458638098,0.107914946184172,0.108534046547499,0.109038614173332,0.103557643458515,0.10691515460412,0.110280786658303,0.106296565641491,0.107303037596552,0.108917631057377,0.106135960452469,0.104498284313908
"Mellivora_capensis",0.0362227614357353,0.0373096099881267,0.03715092387655,0.0371043319272324,0.0364047949632966,0.0376408421464553,0.0369921915451929,0.0367428951871815,0.0370012376571128,0.0353774531935851,0.0367213368990004,0.0360738492278166,0.0366766213162024,0,0.0364591567040837,0.0370238359799063,0.0370349452538694,0.0367739088199089,0.0368715996272086,0.0366800235753951,0.0372428229431608,0,0.0382537587612132,0.0378561329905475,0,0.0373386447816491,0.0371174513094429,0,0.0379069423995178,0.0366885636201148,0,0.0374635484340586,0.0358302901142125,0.0368936382946013,0.0383104288710298,0.0364322774272686,0.037889971160872,0.0373268036335744,0.0373305547499719,0.0369537610537007,0.0373453310393004,0.037046264303839,0.0380323015169801,0.0384709357278526,0.0372127999777919,0.0368427542818216,0.0375300850560308,0.03714167614508,0.0378571204102298,0.036409579961622,0.0378227486014079,0,0,0.037146928657999,0.0383533083799748,0.0371679770626724,0.0369149115755625,0.0368663716838656,0.0372937492557178,0.0372201671516697,0.0365568225527016,0.0383480150648634,0.0364721921998221,0.037287020271486,0.0377315448093704,0.0368676805714288,0.0366851705467234,0.0370920500473817,0.0374659738716651,0.0387783786981258,0.0374356560615586,0,0.0369326516895496,0.0355067563368752,0.0376899554924866,0.0364464360371112,0.0368395538371856,0.0379215415442502,0.0362873708662013,0.0369724489045512,0,0.0372006053484167,0.0355243623231205,0.036445917989156,0.0362364766325339,0,0,0.0372488006028489,0.0365212181180011,0.0366772199255206,0.0372540723670054,0.0373846505996055,0.03745454983713,0.0353434845909585,0.0373905130964847,0.0378272840266214,0.0361963342759045,0.0370599854088379,0.0374187008567371,0.0359257046355243,0.0329820002069596
