"","tree","fission","fusions","mean"
"68",68,0.161260401200158,0.11700624323631,0.278266644436468
"69",69,0.121506629599697,0.110833447668116,0.232340077267813
"70",70,0.140910150977438,0.0996980352813599,0.240608186258798
"71",71,0.120966417754755,0.0847430510955748,0.20570946885033
"72",72,0.151947329882074,0.0958704244820486,0.247817754364123
"73",73,-0.173536452711883,-0.0969066805437855,-0.270443133255669
"74",74,-0.10598590403161,-0.122335848664413,-0.228321752696023
"75",75,-0.157641921852439,-0.113885315921641,-0.27152723777408
"76",76,-0.13231876680977,-0.100622984319656,-0.232941751129426
"77",77,0.144106015334377,0.106667812183408,0.250773827517786
"78",78,0.042564538181132,-0.186537890226394,-0.143973352045262
"79",79,0.0136719965149164,-0.214807718986982,-0.201135722472066
"80",80,-0.138157861162016,-0.103818861856989,-0.241976723019006
"81",81,0.160868111291903,0.0888584207733818,0.249726532065285
"82",82,0.155618577575911,0.0995622453167257,0.255180822892637
"83",83,-0.137462864458078,-0.113370178516304,-0.250833042974382
"84",84,-0.0202861268481218,-0.190017402857638,-0.21030352970576
"85",85,0.167734679460112,0.0937809997952664,0.261515679255379
"86",86,-0.0977281725799583,-0.148152146342416,-0.245880318922374
"87",87,-0.113519526994259,-0.0992818759706705,-0.212801402964929
"88",88,-0.152272221729958,-0.101625578028326,-0.253897799758284
"89",89,-0.136975278868474,-0.118089411846159,-0.255064690714633
"90",90,0.14671994939875,0.0936395765067219,0.240359525905472
"91",91,-0.0361228178058366,0.196052901644387,0.15993008383855
"92",92,-0.10552861851488,-0.139925619392118,-0.245454237906998
"93",93,-0.120283033129998,-0.103973234697235,-0.224256267827232
"94",94,0.142901208473346,0.112594556303666,0.255495764777012
"95",95,0.148388103273329,0.0965680123948811,0.24495611566821
"96",96,0.167462498211931,0.0918027039973967,0.259265202209328
"97",97,0.142155398127767,0.103570435468286,0.245725833596053
"98",98,-0.153933349021677,-0.104616495183882,-0.258549844205559
"99",99,-0.15451008833155,-0.0998914898026018,-0.254401578134152
"100",100,-0.0235503487713432,-0.178065582111864,-0.201615930883207
